,peak_corr,peak_corr,peak_corr,peak_corr,peak_corr,snr_db,snr_db,snr_db,snr_db
,count,mean,std,median,max,mean,std,median,max
sim,,,,,,,,,
sim1,19885,0.3028,0.0718,0.2922,0.8054,-0.6119,4.1082,-0.3191,45.769
sim2,17685,0.3026,0.0772,0.2875,0.6873,-0.5895,4.0789,-0.3481,45.756
sim3,17865,0.3053,0.0815,0.2883,0.735,-0.5969,4.126,-0.3414,45.7016
sim4,16725,0.3091,0.0854,0.2895,0.7171,-0.6203,4.2042,-0.3554,45.7449
